name,sku,price,description,categories,catalogNumber
"14M Plate - for 140mm x 210mm box (8x6) - Frost White","C54140-0504",689,"14M Plate - for 140mm x 210mm box (8x6) in Frost White","Home Automation,Switches","C5414 .01"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Frost White","C54160-0505",725,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Frost White","Hardware,Switches","C5416 .01"
"21M Plate - for 210mm x 210mm box (8x8) - Frost White","C54210-0506",870,"21M Plate - for 210mm x 210mm box (8x8) in Frost White","Hardware,Switches","C5421 .01"
"1M Plate - for 75mm x 75mm box (3x3) - Quartz Gray","C54010-0507",263,"1M Plate - for 75mm x 75mm box (3x3) in Quartz Gray","Building Materials,Electrical","C5401 .02"
"2M Plate - for 75mm x 75mm box (3x3) - Quartz Gray","C54020-0508",277,"2M Plate - for 75mm x 75mm box (3x3) in Quartz Gray","Building Materials,Electrical","C5402 .02"
"3M Plate - for 100mm x 75mm box (4x3) - Quartz Gray","C54030-0509",305,"3M Plate - for 100mm x 75mm box (4x3) in Quartz Gray","Hardware,Switches","C5403 .02"
"4M Plate - for 135mm x 75mm box (5x3) - Quartz Gray","C54040-0510",324,"4M Plate - for 135mm x 75mm box (5x3) in Quartz Gray","Building Materials,Electrical","C5404 .02"
"6M Plate - for 210mm x 75mm box (8x3) - Quartz Gray","C54060-0511",583,"6M Plate - for 210mm x 75mm box (8x3) in Quartz Gray","Hardware,Switches","C5406 .02"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Quartz Gray","C54080-0512",642,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Quartz Gray","Home Automation,Switches","C5408 .02"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Quartz Gray","C54090-0513",747,"8M (V) Plate - for 135mm x 140mm box (5x5) in Quartz Gray","Electrical,Components","C5409 .02"
"12M Plate - for 140mm x 210mm box (8x6) - Quartz Gray","C54120-0514",909,"12M Plate - for 140mm x 210mm box (8x6) in Quartz Gray","Residential,Switches","C5412 .02"
"14M Plate - for 140mm x 210mm box (8x6) - Quartz Gray","C54140-0515",1060,"14M Plate - for 140mm x 210mm box (8x6) in Quartz Gray","Electrical,Components","C5414 .02"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Quartz Gray","C54160-0516",1116,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Quartz Gray","Electrical,Switches","C5416 .02"
"21M Plate - for 210mm x 210mm box (8x8) - Quartz Gray","C54210-0517",1537,"21M Plate - for 210mm x 210mm box (8x8) in Quartz Gray","Hardware,Switches","C5421 .02"
"1M Plate - for 75mm x 75mm box (3x3) - Ice Silver","C54010-0518",263,"1M Plate - for 75mm x 75mm box (3x3) in Ice Silver","Electrical,Switches","C5401 .03"
"2M Plate - for 75mm x 75mm box (3x3) - Ice Silver","C54020-0519",277,"2M Plate - for 75mm x 75mm box (3x3) in Ice Silver","Electrical,Components","C5402 .03"
"3M Plate - for 100mm x 75mm box (4x3) - Ice Silver","C54030-0520",305,"3M Plate - for 100mm x 75mm box (4x3) in Ice Silver","Hardware,Switches","C5403 .03"
"4M Plate - for 135mm x 75mm box (5x3) - Ice Silver","C54040-0521",324,"4M Plate - for 135mm x 75mm box (5x3) in Ice Silver","Building Materials,Electrical","C5404 .03"
"6M Plate - for 210mm x 75mm box (8x3) - Ice Silver","C54060-0522",583,"6M Plate - for 210mm x 75mm box (8x3) in Ice Silver","Industrial,Controls","C5406 .03"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Ice Silver","C54080-0523",642,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Ice Silver","Home Automation,Switches","C5408 .03"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Ice Silver","C54090-0524",747,"8M (V) Plate - for 135mm x 140mm box (5x5) in Ice Silver","Home Automation,Switches","C5409 .03"
"12M Plate - for 140mm x 210mm box (8x6) - Ice Silver","C54120-0525",909,"12M Plate - for 140mm x 210mm box (8x6) in Ice Silver","Commercial,Electrical","C5412 .03"
"14M Plate - for 140mm x 210mm box (8x6) - Ice Silver","C54140-0526",1060,"14M Plate - for 140mm x 210mm box (8x6) in Ice Silver","Industrial,Controls","C5414 .03"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Ice Silver","C54160-0527",1116,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Ice Silver","Building Materials,Electrical","C5416 .03"
"21M Plate - for 210mm x 210mm box (8x8) - Ice Silver","C54210-0528",1537,"21M Plate - for 210mm x 210mm box (8x8) in Ice Silver","Home Automation,Switches","C5421 .03"
"1M Plate - for 75mm x 75mm box (3x3) - Matt Gold","C54011-0529",316,"1M Plate - for 75mm x 75mm box (3x3) in Matt Gold","Electrical,Components","C5401 .16"
"2M Plate - for 75mm x 75mm box (3x3) - Matt Gold","C54021-0530",352,"2M Plate - for 75mm x 75mm box (3x3) in Matt Gold","Commercial,Electrical","C5402 .16"
"3M Plate - for 100mm x 75mm box (4x3) - Matt Gold","C54031-0531",377,"3M Plate - for 100mm x 75mm box (4x3) in Matt Gold","Building Materials,Electrical","C5403 .16"
"4M Plate - for 135mm x 75mm box (5x3) - Matt Gold","C54041-0532",408,"4M Plate - for 135mm x 75mm box (5x3) in Matt Gold","Electrical,Switches","C5404 .16"
"6M Plate - for 210mm x 75mm box (8x3) - Matt Gold","C54061-0533",700,"6M Plate - for 210mm x 75mm box (8x3) in Matt Gold","Industrial,Controls","C5406 .16"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Matt Gold","C54081-0534",772,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Matt Gold","Hardware,Switches","C5408 .16"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Matt Gold","C54091-0535",896,"8M (V) Plate - for 135mm x 140mm box (5x5) in Matt Gold","Electrical,Components","C5409 .16"
"12M Plate - for 140mm x 210mm box (8x6) - Matt Gold","C54121-0536",1091,"12M Plate - for 140mm x 210mm box (8x6) in Matt Gold","Building Materials,Electrical","C5412 .16"
"14M Plate - for 140mm x 210mm box (8x6) - Matt Gold","C54141-0537",1273,"14M Plate - for 140mm x 210mm box (8x6) in Matt Gold","Commercial,Electrical","C5414 .16"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Matt Gold","C54161-0538",1341,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Matt Gold","Building Materials,Electrical","C5416 .16"
"21M Plate - for 210mm x 210mm box (8x8) - Matt Gold","C54211-0539",1844,"21M Plate - for 210mm x 210mm box (8x8) in Matt Gold","Electrical,Switches","C5421 .16"
"1M Plate - for 75mm x 75mm box (3x3) - Charcoal Black","C54011-0540",324,"1M Plate - for 75mm x 75mm box (3x3) in Charcoal Black","Commercial,Electrical","C5401 .17"
"2M Plate - for 75mm x 75mm box (3x3) - Charcoal Black","C54021-0541",364,"2M Plate - for 75mm x 75mm box (3x3) in Charcoal Black","Electrical,Components","C5402 .17"
"3M Plate - for 100mm x 75mm box (4x3) - Charcoal Black","C54031-0542",395,"3M Plate - for 100mm x 75mm box (4x3) in Charcoal Black","Industrial,Controls","C5403 .17"
"4M Plate - for 135mm x 75mm box (5x3) - Charcoal Black","C54041-0543",425,"4M Plate - for 135mm x 75mm box (5x3) in Charcoal Black","Hardware,Switches","C5404 .17"
"6M Plate - for 210mm x 75mm box (8x3) - Charcoal Black","C54061-0544",726,"6M Plate - for 210mm x 75mm box (8x3) in Charcoal Black","Commercial,Electrical","C5406 .17"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Charcoal Black","C54081-0545",783,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Charcoal Black","Residential,Switches","C5408 .17"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Charcoal Black","C54091-0546",944,"8M (V) Plate - for 135mm x 140mm box (5x5) in Charcoal Black","Electrical,Components","C5409 .17"
"12M Plate - for 140mm x 210mm box (8x6) - Charcoal Black","C54121-0547",1128,"12M Plate - for 140mm x 210mm box (8x6) in Charcoal Black","Building Materials,Electrical","C5412 .17"
"14M Plate - for 140mm x 210mm box (8x6) - Charcoal Black","C54141-0548",1298,"14M Plate - for 140mm x 210mm box (8x6) in Charcoal Black","Building Materials,Electrical","C5414 .17"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Charcoal Black","C54161-0549",1418,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Charcoal Black","Hardware,Switches","C5416 .17"
"21M Plate - for 210mm x 210mm box (8x8) - Charcoal Black","C54211-0550",1940,"21M Plate - for 210mm x 210mm box (8x8) in Charcoal Black","Electrical,Components","C5421 .17"
"1M Plate - for 75mm x 75mm box (3x3) - Cocoa Brown","C54012-0551",324,"1M Plate - for 75mm x 75mm box (3x3) in Cocoa Brown","Hardware,Switches","C5401 .25"
"2M Plate - for 75mm x 75mm box (3x3) - Cocoa Brown","C54022-0552",364,"2M Plate - for 75mm x 75mm box (3x3) in Cocoa Brown","Residential,Switches","C5402 .25"
"3M Plate - for 100mm x 75mm box (4x3) - Cocoa Brown","C54032-0553",395,"3M Plate - for 100mm x 75mm box (4x3) in Cocoa Brown","Commercial,Electrical","C5403 .25"
"4M Plate - for 135mm x 75mm box (5x3) - Cocoa Brown","C54042-0554",425,"4M Plate - for 135mm x 75mm box (5x3) in Cocoa Brown","Electrical,Switches","C5404 .25"
"6M Plate - for 210mm x 75mm box (8x3) - Cocoa Brown","C54062-0555",726,"6M Plate - for 210mm x 75mm box (8x3) in Cocoa Brown","Electrical,Components","C5406 .25"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Cocoa Brown","C54082-0556",783,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Cocoa Brown","Home Automation,Switches","C5408 .25"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Cocoa Brown","C54092-0557",944,"8M (V) Plate - for 135mm x 140mm box (5x5) in Cocoa Brown","Residential,Switches","C5409 .25"
"12M Plate - for 140mm x 210mm box (8x6) - Cocoa Brown","C54122-0558",1128,"12M Plate - for 140mm x 210mm box (8x6) in Cocoa Brown","Electrical,Switches","C5412 .25"
"14M Plate - for 140mm x 210mm box (8x6) - Cocoa Brown","C54142-0559",1298,"14M Plate - for 140mm x 210mm box (8x6) in Cocoa Brown","Electrical,Components","C5414 .25"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Cocoa Brown","C54162-0560",1418,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Cocoa Brown","Building Materials,Electrical","C5416 .25"
"21M Plate - for 210mm x 210mm box (8x8) - Cocoa Brown","C54212-0561",1940,"21M Plate - for 210mm x 210mm box (8x8) in Cocoa Brown","Industrial,Controls","C5421 .25"
"1M Plate - for 75mm x 75mm box (3x3) - Frost White","C64010-0562",236,"1M Plate - for 75mm x 75mm box (3x3) in Frost White","Residential,Switches","C6401 .01"
"2M Plate - for 75mm x 75mm box (3x3) - Frost White","C64020-0563",250,"2M Plate - for 75mm x 75mm box (3x3) in Frost White","Industrial,Controls","C6402 .01"
"3M Plate - for 100mm x 75mm box (4x3) - Frost White","C64030-0564",277,"3M Plate - for 100mm x 75mm box (4x3) in Frost White","Home Automation,Switches","C6403 .01"
"4M Plate - for 135mm x 75mm box (5x3) - Frost White","C64040-0565",295,"4M Plate - for 135mm x 75mm box (5x3) in Frost White","Building Materials,Electrical","C6404 .01"
"6M Plate - for 210mm x 75mm box (8x3) - Frost White","C64060-0566",531,"6M Plate - for 210mm x 75mm box (8x3) in Frost White","Home Automation,Switches","C6406 .01"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Frost White","C64080-0567",591,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Frost White","Building Materials,Electrical","C6408 .01"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Frost White","C64090-0568",785,"8M (V) Plate - for 135mm x 140mm box (5x5) in Frost White","Hardware,Switches","C6409 .01"
"12M Plate - for 140mm x 210mm box (8x6) - Frost White","C64120-0569",907,"12M Plate - for 140mm x 210mm box (8x6) in Frost White","Home Automation,Switches","C6412 .01"
"14M Plate - for 140mm x 210mm box (8x6) - Frost White","C64140-0570",1070,"14M Plate - for 140mm x 210mm box (8x6) in Frost White","Commercial,Electrical","C6414 .01"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Frost White","C64160-0571",1198,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Frost White","Residential,Switches","C6416 .01"
"21M Plate - for 210mm x 210mm box (8x8) - Frost White","C64210-0572",1371,"21M Plate - for 210mm x 210mm box (8x8) in Frost White","Residential,Switches","C6421 .01"
"1M Plate - for 75mm x 75mm box (3x3) - Quartz Gray","C64010-0573",421,"1M Plate - for 75mm x 75mm box (3x3) in Quartz Gray","Electrical,Switches","C6401 .02"
"2M Plate - for 75mm x 75mm box (3x3) - Quartz Gray","C64020-0574",458,"2M Plate - for 75mm x 75mm box (3x3) in Quartz Gray","Commercial,Electrical","C6402 .02"
"3M Plate - for 100mm x 75mm box (4x3) - Quartz Gray","C64030-0575",506,"3M Plate - for 100mm x 75mm box (4x3) in Quartz Gray","Commercial,Electrical","C6403 .02"
"4M Plate - for 135mm x 75mm box (5x3) - Quartz Gray","C64040-0576",538,"4M Plate - for 135mm x 75mm box (5x3) in Quartz Gray","Industrial,Controls","C6404 .02"
"6M Plate - for 210mm x 75mm box (8x3) - Quartz Gray","C64060-0577",972,"6M Plate - for 210mm x 75mm box (8x3) in Quartz Gray","Building Materials,Electrical","C6406 .02"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Quartz Gray","C64080-0578",1078,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Quartz Gray","Electrical,Components","C6408 .02"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Quartz Gray","C64090-0579",1391,"8M (V) Plate - for 135mm x 140mm box (5x5) in Quartz Gray","Hardware,Switches","C6409 .02"
"12M Plate - for 140mm x 210mm box (8x6) - Quartz Gray","C64120-0580",1663,"12M Plate - for 140mm x 210mm box (8x6) in Quartz Gray","Home Automation,Switches","C6412 .02"
"14M Plate - for 140mm x 210mm box (8x6) - Quartz Gray","C64140-0581",1956,"14M Plate - for 140mm x 210mm box (8x6) in Quartz Gray","Industrial,Controls","C6414 .02"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Quartz Gray","C64160-0582",2196,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Quartz Gray","Industrial,Controls","C6416 .02"
"21M Plate - for 210mm x 210mm box (8x8) - Quartz Gray","C64210-0583",2524,"21M Plate - for 210mm x 210mm box (8x8) in Quartz Gray","Electrical,Switches","C6421 .02"
"1M Plate - for 75mm x 75mm box (3x3) - Ice Silver","C64010-0584",421,"1M Plate - for 75mm x 75mm box (3x3) in Ice Silver","Residential,Switches","C6401 .03"
"2M Plate - for 75mm x 75mm box (3x3) - Ice Silver","C64020-0585",458,"2M Plate - for 75mm x 75mm box (3x3) in Ice Silver","Electrical,Switches","C6402 .03"
"3M Plate - for 100mm x 75mm box (4x3) - Ice Silver","C64030-0586",506,"3M Plate - for 100mm x 75mm box (4x3) in Ice Silver","Electrical,Components","C6403 .03"
"4M Plate - for 135mm x 75mm box (5x3) - Ice Silver","C64040-0587",538,"4M Plate - for 135mm x 75mm box (5x3) in Ice Silver","Building Materials,Electrical","C6404 .03"
"6M Plate - for 210mm x 75mm box (8x3) - Ice Silver","C64060-0588",972,"6M Plate - for 210mm x 75mm box (8x3) in Ice Silver","Building Materials,Electrical","C6406 .03"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Ice Silver","C64080-0589",1078,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Ice Silver","Electrical,Switches","C6408 .03"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Ice Silver","C64090-0590",1391,"8M (V) Plate - for 135mm x 140mm box (5x5) in Ice Silver","Home Automation,Switches","C6409 .03"
"12M Plate - for 140mm x 210mm box (8x6) - Ice Silver","C64120-0591",1663,"12M Plate - for 140mm x 210mm box (8x6) in Ice Silver","Residential,Switches","C6412 .03"
"14M Plate - for 140mm x 210mm box (8x6) - Ice Silver","C64140-0592",1956,"14M Plate - for 140mm x 210mm box (8x6) in Ice Silver","Home Automation,Switches","C6414 .03"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Ice Silver","C64160-0593",2196,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Ice Silver","Residential,Switches","C6416 .03"
"21M Plate - for 210mm x 210mm box (8x8) - Ice Silver","C64210-0594",2524,"21M Plate - for 210mm x 210mm box (8x8) in Ice Silver","Hardware,Switches","C6421 .03"
"1M Plate - for 75mm x 75mm box (3x3) - Matt Gold","C64011-0595",507,"1M Plate - for 75mm x 75mm box (3x3) in Matt Gold","Industrial,Controls","C6401 .16"
"2M Plate - for 75mm x 75mm box (3x3) - Matt Gold","C64021-0596",581,"2M Plate - for 75mm x 75mm box (3x3) in Matt Gold","Home Automation,Switches","C6402 .16"
"3M Plate - for 100mm x 75mm box (4x3) - Matt Gold","C64031-0597",628,"3M Plate - for 100mm x 75mm box (4x3) in Matt Gold","Hardware,Switches","C6403 .16"
"4M Plate - for 135mm x 75mm box (5x3) - Matt Gold","C64041-0598",676,"4M Plate - for 135mm x 75mm box (5x3) in Matt Gold","Electrical,Components","C6404 .16"
"6M Plate - for 210mm x 75mm box (8x3) - Matt Gold","C64061-0599",1168,"6M Plate - for 210mm x 75mm box (8x3) in Matt Gold","Home Automation,Switches","C6406 .16"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Matt Gold","C64081-0600",1295,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Matt Gold","Residential,Switches","C6408 .16"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Matt Gold","C64091-0601",1670,"8M (V) Plate - for 135mm x 140mm box (5x5) in Matt Gold","Electrical,Components","C6409 .16"
"12M Plate - for 140mm x 210mm box (8x6) - Matt Gold","C64121-0602",1997,"12M Plate - for 140mm x 210mm box (8x6) in Matt Gold","Electrical,Switches","C6412 .16"
"14M Plate - for 140mm x 210mm box (8x6) - Matt Gold","C64141-0603",2348,"14M Plate - for 140mm x 210mm box (8x6) in Matt Gold","Home Automation,Switches","C6414 .16"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Matt Gold","C64161-0604",2639,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Matt Gold","Residential,Switches","C6416 .16"
"21M Plate - for 210mm x 210mm box (8x8) - Matt Gold","C64211-0605",3030,"21M Plate - for 210mm x 210mm box (8x8) in Matt Gold","Industrial,Controls","C6421 .16"
"1M Plate - for 75mm x 75mm box (3x3) - Charcoal Black","C64011-0606",523,"1M Plate - for 75mm x 75mm box (3x3) in Charcoal Black","Commercial,Electrical","C6401 .17"
"2M Plate - for 75mm x 75mm box (3x3) - Charcoal Black","C64021-0607",602,"2M Plate - for 75mm x 75mm box (3x3) in Charcoal Black","Commercial,Electrical","C6402 .17"
"3M Plate - for 100mm x 75mm box (4x3) - Charcoal Black","C64031-0608",656,"3M Plate - for 100mm x 75mm box (4x3) in Charcoal Black","Commercial,Electrical","C6403 .17"
"4M Plate - for 135mm x 75mm box (5x3) - Charcoal Black","C64041-0609",704,"4M Plate - for 135mm x 75mm box (5x3) in Charcoal Black","Electrical,Components","C6404 .17"
"6M Plate - for 210mm x 75mm box (8x3) - Charcoal Black","C64061-0610",1212,"6M Plate - for 210mm x 75mm box (8x3) in Charcoal Black","Home Automation,Switches","C6406 .17"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Charcoal Black","C64081-0611",1314,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Charcoal Black","Residential,Switches","C6408 .17"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Charcoal Black","C64091-0612",1761,"8M (V) Plate - for 135mm x 140mm box (5x5) in Charcoal Black","Electrical,Switches","C6409 .17"
"12M Plate - for 140mm x 210mm box (8x6) - Charcoal Black","C64121-0613",2063,"12M Plate - for 140mm x 210mm box (8x6) in Charcoal Black","Hardware,Switches","C6412 .17"
"14M Plate - for 140mm x 210mm box (8x6) - Charcoal Black","C64141-0614",2394,"14M Plate - for 140mm x 210mm box (8x6) in Charcoal Black","Commercial,Electrical","C6414 .17"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Charcoal Black","C64161-0615",2792,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Charcoal Black","Electrical,Components","C6416 .17"
"21M Plate - for 210mm x 210mm box (8x8) - Charcoal Black","C64211-0616",3186,"21M Plate - for 210mm x 210mm box (8x8) in Charcoal Black","Commercial,Electrical","C6421 .17"
"1M Plate - for 75mm x 75mm box (3x3) - Cocoa Brown","C64012-0617",523,"1M Plate - for 75mm x 75mm box (3x3) in Cocoa Brown","Residential,Switches","C6401 .25"
"2M Plate - for 75mm x 75mm box (3x3) - Cocoa Brown","C64022-0618",602,"2M Plate - for 75mm x 75mm box (3x3) in Cocoa Brown","Electrical,Switches","C6402 .25"
"3M Plate - for 100mm x 75mm box (4x3) - Cocoa Brown","C64032-0619",656,"3M Plate - for 100mm x 75mm box (4x3) in Cocoa Brown","Residential,Switches","C6403 .25"
"4M Plate - for 135mm x 75mm box (5x3) - Cocoa Brown","C64042-0620",704,"4M Plate - for 135mm x 75mm box (5x3) in Cocoa Brown","Industrial,Controls","C6404 .25"
"6M Plate - for 210mm x 75mm box (8x3) - Cocoa Brown","C64062-0621",1212,"6M Plate - for 210mm x 75mm box (8x3) in Cocoa Brown","Commercial,Electrical","C6406 .25"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Cocoa Brown","C64082-0622",1314,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Cocoa Brown","Building Materials,Electrical","C6408 .25"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Cocoa Brown","C64092-0623",1761,"8M (V) Plate - for 135mm x 140mm box (5x5) in Cocoa Brown","Industrial,Controls","C6409 .25"
"12M Plate - for 140mm x 210mm box (8x6) - Cocoa Brown","C64122-0624",2063,"12M Plate - for 140mm x 210mm box (8x6) in Cocoa Brown","Home Automation,Switches","C6412 .25"
"14M Plate - for 140mm x 210mm box (8x6) - Cocoa Brown","C64142-0625",2394,"14M Plate - for 140mm x 210mm box (8x6) in Cocoa Brown","Building Materials,Electrical","C6414 .25"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Cocoa Brown","C64162-0626",2792,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Cocoa Brown","Hardware,Switches","C6416 .25"
"21M Plate - for 210mm x 210mm box (8x8) - Cocoa Brown","C64212-0627",3186,"21M Plate - for 210mm x 210mm box (8x8) in Cocoa Brown","Industrial,Controls","C6421 .25"
"1M Plate - for 75mm x 75mm box (3x3) - Silver Dust","C64012-0628",523,"1M Plate - for 75mm x 75mm box (3x3) in Silver Dust","Home Automation,Switches","C6401 .26"
"2M Plate - for 75mm x 75mm box (3x3) - Silver Dust","C64022-0629",602,"2M Plate - for 75mm x 75mm box (3x3) in Silver Dust","Commercial,Electrical","C6402 .26"
"3M Plate - for 100mm x 75mm box (4x3) - Silver Dust","C64032-0630",656,"3M Plate - for 100mm x 75mm box (4x3) in Silver Dust","Home Automation,Switches","C6403 .26"
"4M Plate - for 135mm x 75mm box (5x3) - Silver Dust","C64042-0631",704,"4M Plate - for 135mm x 75mm box (5x3) in Silver Dust","Electrical,Components","C6404 .26"
"6M Plate - for 210mm x 75mm box (8x3) - Silver Dust","C64062-0632",1212,"6M Plate - for 210mm x 75mm box (8x3) in Silver Dust","Home Automation,Switches","C6406 .26"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Silver Dust","C64082-0633",1314,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Silver Dust","Building Materials,Electrical","C6408 .26"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Silver Dust","C64092-0634",1761,"8M (V) Plate - for 135mm x 140mm box (5x5) in Silver Dust","Home Automation,Switches","C6409 .26"
"12M Plate - for 140mm x 210mm box (8x6) - Silver Dust","C64122-0635",2063,"12M Plate - for 140mm x 210mm box (8x6) in Silver Dust","Hardware,Switches","C6412 .26"
"14M Plate - for 140mm x 210mm box (8x6) - Silver Dust","C64142-0636",2394,"14M Plate - for 140mm x 210mm box (8x6) in Silver Dust","Home Automation,Switches","C6414 .26"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Silver Dust","C64162-0637",2792,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Silver Dust","Home Automation,Switches","C6416 .26"
"21M Plate - for 210mm x 210mm box (8x8) - Silver Dust","C64212-0638",3186,"21M Plate - for 210mm x 210mm box (8x8) in Silver Dust","Electrical,Components","C6421 .26"
"1M Plate - for 75mm x 75mm box (3x3) - Natural","CA3010-0639",1902,"1M Plate - for 75mm x 75mm box (3x3) in Natural","Commercial,Electrical","CA301 .04"
"2M Plate - for 75mm x 75mm box (3x3) - Natural","CA3020-0640",1929,"2M Plate - for 75mm x 75mm box (3x3) in Natural","Electrical,Components","CA302 .04"
"3M Plate - for 100mm x 75mm box (4x3) - Natural","CA3030-0641",2046,"3M Plate - for 100mm x 75mm box (4x3) in Natural","Residential,Switches","CA303 .04"
"4M Plate - for 135mm x 75mm box (5x3) - Natural","CA3040-0642",2298,"4M Plate - for 135mm x 75mm box (5x3) in Natural","Building Materials,Electrical","CA304 .04"
"6M Plate - for 210mm x 75mm box (8x3) - Natural","CA3060-0643",2516,"6M Plate - for 210mm x 75mm box (8x3) in Natural","Commercial,Electrical","CA306 .04"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Natural","CA3080-0644",2725,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Natural","Electrical,Switches","CA308 .04"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Natural","CA3090-0645",4960,"8M (V) Plate - for 135mm x 140mm box (5x5) in Natural","Industrial,Controls","CA309 .04"
"12M Plate - for 140mm x 210mm box (8x6) - Natural","CA3120-0646",6238,"12M Plate - for 140mm x 210mm box (8x6) in Natural","Hardware,Switches","CA312 .04"
"14M Plate - for 140mm x 210mm box (8x6) - Natural","CA3140-0647",6786,"14M Plate - for 140mm x 210mm box (8x6) in Natural","Commercial,Electrical","CA314 .04"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Natural","CA3160-0648",10152,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Natural","Hardware,Switches","CA316 .04"
"21M Plate - for 210mm x 210mm box (8x8) - Natural","CA3210-0649",13484,"21M Plate - for 210mm x 210mm box (8x8) in Natural","Hardware,Switches","CA321 .04"
"1M Plate - for 75mm x 75mm box (3x3) - Black","CA3010-0650",1902,"1M Plate - for 75mm x 75mm box (3x3) in Black","Building Materials,Electrical","CA301 .05"
"2M Plate - for 75mm x 75mm box (3x3) - Black","CA3020-0651",1929,"2M Plate - for 75mm x 75mm box (3x3) in Black","Hardware,Switches","CA302 .05"
"3M Plate - for 100mm x 75mm box (4x3) - Black","CA3030-0652",2046,"3M Plate - for 100mm x 75mm box (4x3) in Black","Industrial,Controls","CA303 .05"
"4M Plate - for 135mm x 75mm box (5x3) - Black","CA3040-0653",2298,"4M Plate - for 135mm x 75mm box (5x3) in Black","Building Materials,Electrical","CA304 .05"
"6M Plate - for 210mm x 75mm box (8x3) - Black","CA3060-0654",2516,"6M Plate - for 210mm x 75mm box (8x3) in Black","Electrical,Components","CA306 .05"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Black","CA3080-0655",2725,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Black","Industrial,Controls","CA308 .05"
